	LNR	Cluster_ID
10868	24375	7.0
10869	24390	5.0
10870	24395	3.0
10871	32948	7.0
10872	32951	7.0
10873	32958	6.0
10874	33268	2.0
10875	33275	10.0
10876	33278	5.0
10877	33293	4.0
10878	32979	3.0
10879	32984	6.0
10880	32987	10.0
10881	33299	10.0
10882	33328	7.0
10883	33335	1.0
10884	33019	8.0
10885	33034	10.0
10886	33345	3.0
10887	33354	7.0
10888	34000	7.0
10889	34015	1.0
10890	33681	10.0
10891	33683	10.0
10892	33695	1.0
10893	34053	6.0
10894	33727	6.0
10895	33728	8.0
10896	34083	8.0
10897	34095	1.0
10898	34096	10.0
10899	33788	1.0
10900	33795	8.0
10901	34111	5.0
10902	33805	8.0
10903	33811	10.0
10904	34144	3.0
10905	33852	8.0
10906	33861	3.0
10907	33866	7.0
10908	33602	7.0
10909	33609	6.0
10910	33921	6.0
10911	33928	7.0
10912	33620	7.0
10913	33942	0.0
10914	33943	6.0
10915	33655	8.0
10916	33963	10.0
10917	33672	1.0
10918	54348	7.0
10919	54685	6.0
10920	54686	6.0
10921	55630	6.0
10922	51476	1.0
10923	52127	10.0
10924	52451	1.0
10925	52767	8.0
10926	52775	10.0
10927	52778	1.0
10928	53085	6.0
10929	53405	8.0
10930	53406	9.0
10931	54060	6.0
10932	54062	6.0
10933	54369	1.0
10934	54384	1.0
10935	50831	10.0
10936	50849	1.0
10937	51165	9.0
10938	51495	7.0
10939	51816	6.0
10940	52132	7.0
10941	52142	3.0
10942	52151	9.0
10943	53104	10.0
10944	53105	7.0
10945	53425	3.0
10946	53428	7.0
10947	53745	9.0
10948	54069	1.0
10949	54070	10.0
10950	54071	1.0
10951	54076	5.0
10952	54399	6.0
10953	55673	7.0
10954	55682	8.0
10955	50854	3.0
10956	51185	8.0
10957	66122	3.0
10958	61346	1.0
10959	61351	7.0
10960	61653	6.0
10961	61664	1.0
10962	61973	3.0
10963	62300	10.0
10964	62303	3.0
10965	32452	6.0
10966	32783	7.0
10967	32793	7.0
10968	32799	10.0
10969	32813	10.0
10970	32489	5.0
10971	32490	10.0
10972	32840	10.0
10973	32842	4.0
10974	32848	6.0
10975	32546	6.0
10976	32548	6.0
10977	32562	5.0
10978	32882	7.0
10979	32885	6.0
10980	32896	8.0
10981	32591	7.0
10982	32601	8.0
10983	32617	6.0
10984	32302	1.0
10985	32631	6.0
10986	32632	5.0
10987	32326	7.0
10988	32336	4.0
10989	32337	1.0
10990	32655	3.0
10991	32341	7.0
10992	32352	6.0
10993	32375	7.0
10994	32686	7.0
10995	32694	1.0
10996	32381	6.0
10997	32708	7.0
10998	32715	7.0
10999	32409	7.0
11000	32731	1.0
11001	33360	1.0
11002	33377	5.0
11003	33059	6.0
11004	33382	1.0
11005	33395	2.0
11006	33397	9.0
11007	33080	10.0
11008	33092	8.0
11009	33404	7.0
11010	33100	7.0
11011	33532	4.0
11012	33122	1.0
11013	33437	6.0
11014	33453	1.0
11015	33160	10.0
11016	33162	6.0
11017	33163	3.0
11018	33471	6.0
11019	33475	8.0
11020	33481	1.0
11021	33203	6.0
11022	33212	10.0
11023	33502	6.0
11024	33508	6.0
11025	33509	10.0
11026	33513	10.0
11027	33248	6.0
11028	33249	7.0
11029	41527	3.0
11030	41843	10.0
11031	41857	7.0
11032	77877	1.0
11033	78190	6.0
11034	78500	1.0
11035	78503	10.0
11036	79148	10.0
11037	79478	7.0
11038	79781	3.0
11039	79791	8.0
11040	80422	6.0
11041	80740	10.0
11042	80759	9.0
11043	81074	7.0
11044	77254	8.0
11045	77566	3.0
11046	77574	5.0
11047	77576	7.0
11048	77878	7.0
11049	77884	10.0
11050	77889	9.0
11051	77896	5.0
11052	78522	1.0
11053	78852	6.0
11054	79172	1.0
11055	79176	1.0
11056	80125	6.0
11057	80448	10.0
11058	80458	5.0
11059	80765	10.0
11060	80767	6.0
11061	80775	1.0
11062	81085	6.0
11063	81095	6.0
11064	81096	7.0
11065	76626	10.0
11066	76944	9.0
11067	77272	8.0
11068	77579	10.0
11069	77583	10.0
11070	77585	6.0
11071	2271	6.0
11072	2581	6.0
11073	2587	6.0
11074	2296	2.0
11075	2600	10.0
11076	2618	10.0
11077	2317	10.0
11078	2633	9.0
11079	2321	7.0
11080	2323	6.0
11081	2325	6.0
11082	2352	9.0
11083	2044	8.0
11084	2374	7.0
11085	2064	3.0
11086	2076	10.0
11087	2099	6.0
11088	2412	6.0
11089	2431	8.0
11090	2434	3.0
11091	2437	0.0
11092	2123	1.0
11093	2139	10.0
11094	2470	6.0
11095	2164	7.0
11096	2800	8.0
11097	2805	10.0
11098	2807	6.0
11099	2808	10.0
11100	3121	1.0
11101	3128	1.0
11102	2821	5.0
11103	2833	6.0
11104	2850	8.0
11105	3172	1.0
11106	2878	6.0
11107	2882	7.0
11108	2886	9.0
11109	3181	6.0
11110	2918	6.0
11111	3202	1.0
11112	2924	7.0
11113	2939	8.0
11114	3222	10.0
11115	3227	6.0
11116	3235	1.0
11117	3238	8.0
11118	2944	6.0
11119	3242	6.0
11120	3246	7.0
11121	2998	4.0
11122	2684	1.0
11123	2695	1.0
11124	3003	5.0
11125	2700	6.0
11126	2702	6.0
11127	2713	7.0
11128	2750	1.0
11129	2752	9.0
11130	3074	7.0
11131	3081	7.0
11132	3084	8.0
11133	3094	7.0
11134	3098	8.0
11135	3109	9.0
11136	3118	1.0
11137	3447	8.0
11138	12315	7.0
11139	12323	6.0
11140	12339	3.0
11141	12745	6.0
11142	12752	6.0
11143	12756	3.0
11144	12354	6.0
11145	12670	3.0
11146	12389	6.0
11147	12706	7.0
11148	12708	1.0
11149	12409	1.0
11150	12130	1.0
11151	12462	8.0
11152	12182	7.0
11153	12199	6.0
11154	12207	6.0
11155	12535	1.0
11156	12553	3.0
11157	12247	9.0
11158	12257	10.0
11159	12259	6.0
11160	12882	6.0
11161	12898	1.0
11162	13210	6.0
11163	12907	8.0
11164	13231	6.0
11165	13234	7.0
11166	12927	10.0
11167	12928	10.0
11168	12933	3.0
11169	13246	2.0
11170	13364	5.0
11171	13262	7.0
11172	13267	5.0
11173	13271	9.0
11174	13299	1.0
11175	13008	10.0
11176	13019	3.0
11177	13313	1.0
11178	13024	7.0
11179	13037	10.0
11180	13042	7.0
11181	13044	7.0
11182	13055	5.0
11183	12765	9.0
11184	13085	5.0
11185	12785	6.0
11186	12789	1.0
11187	12821	10.0
11188	12832	3.0
11189	12842	9.0
11190	12846	10.0
11191	12849	1.0
11192	12851	5.0
11193	12857	3.0
11194	13172	7.0
11195	22347	4.0
11196	22681	1.0
11197	22693	10.0
11198	22361	7.0
11199	22372	1.0
11200	22710	10.0
11201	22711	9.0
11202	22389	6.0
11203	22728	3.0
11204	22411	7.0
11205	22414	10.0
11206	22829	6.0
11207	22420	7.0
11208	22746	6.0
11209	22443	7.0
11210	22458	1.0
11211	32433	1.0
11212	32769	6.0
11213	32439	8.0
11214	32446	6.0
11215	22763	7.0
11216	22772	6.0
11217	22472	7.0
11218	22787	8.0
11219	22789	3.0
11220	22501	10.0
11221	22502	7.0
11222	22507	10.0
11223	22211	6.0
11224	22213	3.0
11225	22214	6.0
11226	22530	5.0
11227	22238	10.0
11228	22539	3.0
11229	22545	8.0
11230	22547	6.0
11231	22549	6.0
11232	22551	3.0
11233	22554	6.0
11234	22251	9.0
11235	22565	8.0
11236	22576	6.0
11237	22271	10.0
11238	22594	10.0
11239	22287	8.0
11240	22625	8.0
11241	22635	0.0
11242	22328	3.0
11243	22646	10.0
11244	22648	6.0
11245	22649	10.0
11246	22961	8.0
11247	22962	6.0
11248	22970	7.0
11249	23291	10.0
11250	22987	7.0
11251	23333	6.0
11252	23037	7.0
11253	23038	6.0
11254	23439	10.0
11255	23454	4.0
11256	23043	8.0
11257	23045	6.0
11258	23349	6.0
11259	23354	1.0
11260	23357	6.0
11261	23064	0.0
11262	23363	6.0
11263	23370	6.0
11264	23095	8.0
11265	23379	3.0
11266	23385	6.0
11267	23394	3.0
11268	23405	10.0
11269	23406	3.0
11270	23125	10.0
11271	23128	10.0
11272	23425	6.0
11273	23142	6.0
11274	22849	7.0
11275	23168	6.0
11276	23175	10.0
11277	22871	5.0
11278	23198	3.0
11279	23202	1.0
11280	23203	6.0
11281	31768	8.0
11282	31770	6.0
11283	31771	10.0
11284	31777	6.0
11285	32087	7.0
11286	32094	1.0
11287	32096	6.0
11288	32744	1.0
11289	73606	1.0
11290	73932	1.0
11291	74245	7.0
11292	74558	4.0
11293	74560	7.0
11294	75199	10.0
11295	75523	1.0
11296	65024	8.0
11297	65345	3.0
11298	65352	1.0
11299	65667	0.0
11300	65978	8.0
11301	61196	1.0
11302	61197	5.0
11303	61839	6.0
11304	61852	1.0
11305	62800	9.0
11306	62804	5.0
11307	62805	10.0
11308	63116	1.0
11309	63121	9.0
11310	63435	2.0
11311	63444	5.0
11312	64408	1.0
11313	64409	6.0
11314	64714	1.0
11315	64724	10.0
11316	65358	9.0
11317	65368	0.0
11318	61213	1.0
11319	61218	10.0
11320	61225	6.0
11321	61539	8.0
11322	61541	1.0
11323	62180	1.0
11324	62190	9.0
11325	62495	10.0
11326	62820	5.0
11327	62826	0.0
11328	63136	1.0
11329	73273	6.0
11330	73579	7.0
11331	73594	10.0
11332	73900	8.0
11333	73913	3.0
11334	73915	8.0
11335	74541	1.0
11336	74554	5.0
11337	75177	5.0
11338	75187	6.0
11339	75499	5.0
11340	75513	6.0
11341	75818	6.0
11342	75826	7.0
11343	75829	3.0
11344	75831	6.0
11345	76145	6.0
11346	76156	10.0
11347	71363	6.0
11348	71364	7.0
11349	71368	8.0
11350	71995	7.0
11351	72004	7.0
11352	72333	3.0
11353	73292	9.0
11354	73600	10.0
11355	73604	9.0
11356	69954	7.0
11357	60108	5.0
11358	60424	1.0
11359	60733	7.0
11360	60739	9.0
11361	60743	10.0
11362	60745	9.0
11363	61065	1.0
11364	65766	8.0
11365	65768	6.0
11366	61299	1.0
11367	61622	9.0
11368	61946	1.0
11369	62254	1.0
11370	62261	1.0
11371	62585	0.0
11372	62894	9.0
11373	63867	6.0
11374	63870	9.0
11375	63871	5.0
11376	64174	8.0
11377	64190	1.0
11378	64191	1.0
11379	64813	10.0
11380	64815	1.0
11381	64820	6.0
11382	65136	1.0
11383	65463	1.0
11384	65776	10.0
11385	66104	1.0
11386	61315	6.0
11387	61329	6.0
11388	61645	9.0
11389	61955	7.0
11390	61958	9.0
11391	61963	1.0
11392	61965	1.0
11393	61968	9.0
11394	62273	6.0
11395	62284	6.0
11396	62599	8.0
11397	62914	8.0
11398	63240	6.0
11399	63566	7.0
11400	63875	1.0
11401	63876	7.0
11402	63890	6.0
11403	64198	8.0
11404	64209	5.0
11405	64518	9.0
11406	65166	6.0
11407	70578	8.0
11408	70894	7.0
11409	71221	6.0
11410	71222	10.0
11411	66438	5.0
11412	66757	7.0
11413	67077	7.0
11414	67083	7.0
11415	67397	7.0
11416	67405	10.0
11417	67729	7.0
11418	68371	7.0
11419	68674	6.0
11420	68683	6.0
11421	69317	7.0
11422	69326	6.0
11423	69634	1.0
11424	12871	1.0
11425	12877	10.0
11426	13186	0.0
11427	13187	5.0
11428	13525	5.0
11429	13534	10.0
11430	13564	9.0
11431	13907	6.0
11432	13579	1.0
11433	13603	9.0
11434	13923	7.0
11435	13924	9.0
11436	13938	10.0
11437	13623	6.0
11438	13947	10.0
11439	13972	6.0
11440	13978	3.0
11441	13675	10.0
11442	13678	1.0
11443	13680	1.0
11444	13383	3.0
11445	13703	10.0
11446	13710	8.0
11447	13718	1.0
11448	13418	9.0
11449	13720	6.0
11450	13428	6.0
11451	13437	7.0
11452	13771	1.0
11453	13787	9.0
11454	13789	7.0
11455	13518	1.0
11456	13824	10.0
11457	14167	10.0
11458	14178	10.0
11459	14192	6.0
11460	14193	8.0
11461	14500	10.0
11462	14512	10.0
11463	14216	1.0
11464	14629	6.0
11465	14222	7.0
11466	14235	9.0
11467	14239	5.0
11468	14243	10.0
11469	14553	10.0
11470	14259	7.0
11471	14568	1.0
11472	14572	6.0
11473	14588	7.0
11474	14592	7.0
11475	64216	6.0
11476	64864	10.0
11477	65814	7.0
11478	66136	1.0
11479	66145	7.0
11480	66153	6.0
11481	61365	7.0
11482	61679	10.0
11483	61689	5.0
11484	62004	9.0
11485	62008	9.0
11486	62322	10.0
11487	63277	6.0
11488	63594	10.0
11489	63595	8.0
11490	63922	1.0
11491	63930	5.0
11492	64236	5.0
11493	64563	9.0
11494	64881	10.0
11495	65845	10.0
11496	66160	10.0
11497	66167	6.0
11498	66169	7.0
11499	61375	1.0
11500	62014	6.0
11501	62015	10.0
11502	62029	8.0
11503	62663	7.0
11504	62670	1.0
11505	63941	6.0
11506	63945	1.0
11507	63948	1.0
11508	64270	10.0
11509	64589	2.0
11510	64907	6.0
11511	65866	6.0
11512	65868	4.0
11513	61091	6.0
11514	61397	1.0
11515	61400	10.0
11516	61401	6.0
11517	61410	1.0
11518	61723	10.0
11519	61728	10.0
11520	62363	1.0
11521	63318	10.0
11522	68028	6.0
11523	68334	8.0
11524	68346	2.0
11525	68349	10.0
11526	68669	6.0
11527	68672	9.0
11528	69294	7.0
11529	37597	7.0
11530	37905	1.0
11531	37914	1.0
11532	37601	7.0
11533	37604	6.0
11534	37605	7.0
11535	37934	1.0
11536	37938	5.0
11537	37621	6.0
11538	37629	10.0
11539	37633	7.0
11540	37638	6.0
11541	37326	8.0
11542	37329	9.0
11543	37649	7.0
11544	37366	6.0
11545	45665	10.0
11546	46303	3.0
11547	46306	7.0
11548	46313	1.0
11549	46955	4.0
11550	47616	7.0
11551	47617	7.0
11552	47622	10.0
11553	47938	4.0
11554	47944	1.0
11555	48268	9.0
11556	48584	10.0
11557	48915	5.0
11558	49568	9.0
11559	49574	10.0
11560	50213	6.0
11561	50221	10.0
11562	50525	1.0
11563	50529	10.0
11564	50541	10.0
11565	45683	1.0
11566	46327	8.0
11567	46650	9.0
11568	46651	5.0
11569	46658	10.0
11570	48283	7.0
11571	48297	6.0
11572	49272	10.0
11573	49587	1.0
11574	49589	1.0
11575	50561	3.0
11576	50562	10.0
11577	45706	0.0
11578	46020	10.0
11579	46340	8.0
11580	46343	6.0
11581	46356	10.0
11582	47658	10.0
11583	47980	10.0
11584	48303	8.0
11585	17284	10.0
11586	26771	6.0
11587	27113	7.0
11588	26797	8.0
11589	26819	7.0
11590	26832	7.0
11591	27126	10.0
11592	27150	6.0
11593	27152	6.0
11594	26865	5.0
11595	27166	7.0
11596	27177	6.0
11597	26905	10.0
11598	27213	6.0
11599	26921	1.0
11600	26923	6.0
11601	26624	8.0
11602	26634	6.0
11603	26957	1.0
11604	26655	10.0
11605	26958	7.0
11606	26988	7.0
11607	26989	10.0
11608	26996	8.0
11609	26689	7.0
11610	26696	6.0
11611	26998	5.0
11612	26719	6.0
11613	26730	10.0
11614	26733	1.0
11615	27698	5.0
11616	27705	7.0
11617	27712	6.0
11618	27378	9.0
11619	27727	7.0
11620	27728	10.0
11621	27730	10.0
11622	27735	1.0
11623	27737	10.0
11624	27402	5.0
11625	27414	1.0
11626	27751	10.0
11627	27419	7.0
11628	27764	1.0
11629	27438	6.0
11630	27869	1.0
11631	27872	6.0
11632	27466	7.0
11633	27468	10.0
11634	27790	6.0
11635	27795	5.0
11636	27485	10.0
11637	27807	1.0
11638	27510	8.0
11639	27516	5.0
11640	27827	1.0
11641	27857	6.0
11642	27544	7.0
11643	27255	6.0
11644	27563	9.0
11645	27261	10.0
11646	35726	10.0
11647	35733	7.0
11648	35740	1.0
11649	35442	8.0
11650	35444	4.0
11651	35762	6.0
11652	35464	6.0
11653	35473	10.0
11654	35794	6.0
11655	35796	10.0
11656	35799	1.0
11657	35482	1.0
11658	35485	10.0
11659	35497	6.0
11660	35808	9.0
11661	35813	6.0
11662	35513	8.0
11663	35831	7.0
11664	35833	7.0
11665	35533	10.0
11666	35865	6.0
11667	35870	1.0
11668	36525	10.0
11669	36201	10.0
11670	36203	7.0
11671	36207	8.0
11672	36574	6.0
11673	36248	6.0
11674	36590	9.0
11675	36591	7.0
11676	36264	7.0
11677	36276	6.0
11678	36693	6.0
11679	36314	6.0
11680	36647	7.0
11681	36344	3.0
11682	36349	7.0
11683	36679	6.0
11684	36387	6.0
11685	36392	10.0
11686	36410	3.0
11687	36110	6.0
11688	36420	6.0
11689	36434	9.0
11690	36437	7.0
11691	36129	8.0
11692	36441	6.0
11693	36445	7.0
11694	36174	6.0
11695	36483	7.0
11696	36186	7.0
11697	43338	1.0
11698	43645	1.0
11699	43648	1.0
11700	44609	10.0
11701	50126	1.0
11702	50128	7.0
11703	50133	3.0
11704	50137	8.0
11705	57458	7.0
11706	57460	7.0
11707	57465	6.0
11708	58093	6.0
11709	58094	6.0
11710	58737	8.0
11711	60017	10.0
11712	60018	3.0
11713	60334	6.0
11714	60350	1.0
11715	60668	1.0
11716	60984	1.0
11717	60991	6.0
11718	56511	10.0
11719	56522	6.0
11720	57476	7.0
11721	57799	6.0
11722	58130	6.0
11723	58755	6.0
11724	58761	10.0
11725	59077	1.0
11726	59395	1.0
11727	59720	1.0
11728	59728	7.0
11729	59729	6.0
11730	60353	6.0
11731	60681	6.0
11732	60683	1.0
11733	60992	7.0
11734	61008	3.0
11735	56217	0.0
11736	56544	10.0
11737	56864	6.0
11738	57178	1.0
11739	57495	6.0
11740	57818	8.0
11741	58140	1.0
11742	58144	7.0
11743	58149	10.0
11744	58456	7.0
11745	58460	10.0
11746	58772	5.0
11747	58776	10.0
11748	58788	7.0
11749	59108	10.0
11750	59735	1.0
11751	70815	1.0
11752	70821	6.0
11753	70833	10.0
11754	71143	7.0
11755	66689	6.0
11756	67321	1.0
11757	67323	5.0
11758	67639	6.0
11759	67653	6.0
11760	67966	7.0
11761	10293	6.0
11762	10312	6.0
11763	10325	10.0
11764	10339	6.0
11765	10641	6.0
11766	10652	3.0
11767	10662	7.0
11768	11329	7.0
11769	11010	6.0
11770	11359	7.0
11771	11021	7.0
11772	11029	10.0
11773	11362	6.0
11774	11058	6.0
11775	11069	7.0
11776	11498	10.0
11777	11091	10.0
11778	11092	6.0
11779	11107	7.0
11780	11108	6.0
11781	11116	10.0
11782	19997	6.0
11783	19689	1.0
11784	19694	7.0
11785	19998	6.0
11786	20008	7.0
11787	20010	7.0
11788	19704	7.0
11789	19711	6.0
11790	19735	7.0
11791	20039	6.0
11792	19778	8.0
11793	19780	10.0
11794	19804	1.0
11795	20129	6.0
11796	20447	10.0
11797	20454	8.0
11798	20764	10.0
11799	20460	6.0
11800	20463	8.0
11801	20484	6.0
11802	20495	8.0
11803	20803	6.0
11804	20506	8.0
11805	20933	6.0
11806	20522	5.0
11807	20821	7.0
11808	20543	3.0
11809	20839	7.0
11810	20846	6.0
11811	20876	8.0
11812	20878	6.0
11813	76751	3.0
11814	77388	6.0
11815	77701	2.0
11816	77706	6.0
11817	78027	6.0
11818	78349	5.0
11819	78354	5.0
11820	78665	8.0
11821	78979	9.0
11822	79311	6.0
11823	79940	1.0
11824	79948	10.0
11825	80260	1.0
11826	80279	1.0
11827	76453	1.0
11828	76775	7.0
11829	77084	1.0
11830	77414	6.0
11831	77717	8.0
11832	78053	6.0
11833	78056	1.0
11834	78362	9.0
11835	79647	10.0
11836	79653	7.0
11837	80285	0.0
11838	80295	1.0
11839	80612	10.0
11840	80614	7.0
11841	80925	5.0
11842	81246	7.0
11843	81248	7.0
11844	76458	10.0
11845	76476	7.0
11846	76783	4.0
11847	77418	1.0
11848	77740	9.0
11849	77754	10.0
11850	78062	7.0
11851	78065	1.0
11852	78075	1.0
11853	78387	10.0
11854	78388	4.0
11855	78397	6.0
11856	78699	6.0
11857	78704	6.0
11858	78705	9.0
11859	79025	3.0
11860	79339	6.0
11861	81963	10.0
11862	82933	9.0
11863	83577	3.0
11864	83886	3.0
11865	83889	8.0
11866	84201	6.0
11867	79100	5.0
11868	79429	1.0
11869	79742	7.0
11870	79747	3.0
11871	80380	1.0
11872	80388	1.0
11873	80396	10.0
11874	80702	6.0
11875	81028	6.0
11876	81037	6.0
11877	81039	10.0
11878	81342	1.0
11879	76561	10.0
11880	76569	10.0
11881	77209	1.0
11882	77216	9.0
11883	77850	10.0
11884	77853	1.0
11885	78161	5.0
11886	78163	6.0
11887	78167	6.0
11888	78485	4.0
11889	78487	7.0
11890	78491	8.0
11891	78493	9.0
11892	78808	10.0
11893	79124	1.0
11894	79129	8.0
11895	79137	7.0
11896	80415	3.0
11897	80738	10.0
11898	81047	5.0
11899	81363	2.0
11900	76590	6.0
11901	77222	10.0
11902	5203	9.0
11903	5210	10.0
11904	5216	3.0
11905	5218	1.0
11906	5548	6.0
11907	5585	2.0
11908	5590	7.0
11909	5603	8.0
11910	5609	6.0
11911	5312	10.0
11912	5314	7.0
11913	5321	6.0
11914	5632	7.0
11915	5641	0.0
11916	6300	7.0
11917	5963	6.0
11918	6302	10.0
11919	6313	6.0
11920	5982	6.0
11921	6336	1.0
11922	6004	10.0
11923	6007	5.0
11924	6010	10.0
11925	6015	1.0
11926	6351	7.0
11927	6356	7.0
11928	6361	7.0
11929	6024	1.0
11930	6032	1.0
11931	6037	9.0
11932	6449	6.0
11933	20590	6.0
11934	20891	1.0
11935	20599	7.0
11936	20615	10.0
11937	20631	6.0
11938	20333	10.0
11939	20668	7.0
11940	20675	6.0
11941	20370	7.0
11942	20409	6.0
11943	20718	8.0
11944	20423	7.0
11945	20739	6.0
11946	20747	10.0
11947	21088	6.0
11948	21422	6.0
11949	21423	8.0
11950	21104	10.0
11951	21146	3.0
11952	21157	6.0
11953	30024	9.0
11954	30039	9.0
11955	30043	6.0
11956	30045	5.0
11957	30367	7.0
11958	30376	5.0
11959	29758	10.0
11960	30092	6.0
11961	30126	6.0
11962	29819	9.0
11963	30156	3.0
11964	29875	7.0
11965	29880	1.0
11966	30214	1.0
11967	30841	7.0
11968	30549	7.0
11969	30863	1.0
11970	30870	8.0
11971	30576	10.0
11972	60849	1.0
11973	56053	10.0
11974	56057	10.0
11975	56375	6.0
11976	56697	3.0
11977	56701	7.0
11978	57344	10.0
11979	57652	10.0
11980	57658	7.0
11981	57666	10.0
11982	57669	7.0
11983	57670	7.0
11984	57977	8.0
11985	57990	8.0
11986	58294	8.0
11987	58611	6.0
11988	58613	8.0
11989	58946	6.0
11990	59572	10.0
11991	59590	5.0
11992	59899	6.0
11993	60217	9.0
11994	60866	10.0
11995	56079	6.0
11996	56401	6.0
11997	57362	6.0
11998	58009	10.0
11999	58328	7.0
12000	58639	6.0
12001	58648	3.0
12002	58955	7.0
12003	58967	1.0
12004	59597	6.0
12005	59608	10.0
12006	59927	7.0
12007	60238	5.0
12008	60244	8.0
12009	60557	10.0
12010	60565	5.0
12011	70680	6.0
12012	70683	10.0
12013	71007	8.0
12014	66534	3.0
12015	66548	1.0
12016	66863	8.0
12017	66867	7.0
12018	67181	7.0
12019	67186	7.0
12020	67495	10.0
12021	67827	6.0
12022	67830	1.0
12023	68152	7.0
12024	68778	9.0
12025	68790	7.0
12026	69099	1.0
12027	69427	8.0
12028	69743	6.0
12029	69751	10.0
12030	70058	1.0
12031	70377	6.0
12032	70378	8.0
12033	70391	10.0
12034	70707	6.0
12035	70708	6.0
12036	27994	1.0
12037	28312	7.0
12038	28648	10.0
12039	28992	9.0
12040	28674	1.0
12041	28685	1.0
12042	28696	6.0
12043	29036	6.0
12044	28713	6.0
12045	28727	8.0
12046	29052	2.0
12047	28739	1.0
12048	28742	6.0
12049	28746	10.0
12050	28747	0.0
12051	29093	10.0
12052	29114	1.0
12053	28812	3.0
12054	28813	1.0
12055	28814	7.0
12056	28824	1.0
12057	28827	10.0
12058	37393	8.0
12059	37397	7.0
12060	37703	1.0
12061	37412	0.0
12062	37415	1.0
12063	37729	6.0
12064	37735	9.0
12065	37739	6.0
12066	37756	4.0
12067	38411	9.0
12068	38421	6.0
12069	38107	5.0
12070	38424	1.0
12071	38428	9.0
12072	38429	1.0
12073	38439	4.0
12074	38441	10.0
12075	38132	1.0
12076	38442	6.0
12077	38460	1.0
12078	38144	1.0
12079	38573	1.0
12080	38168	5.0
12081	38464	3.0
12082	38490	3.0
12083	38215	6.0
12084	38518	6.0
12085	38224	9.0
12086	38553	10.0
12087	38554	6.0
12088	38267	5.0
12089	38270	1.0
12090	37977	9.0
12091	37980	1.0
12092	38285	1.0
12093	8623	6.0
12094	8636	3.0
12095	8957	1.0
12096	8344	10.0
12097	8351	7.0
12098	8359	6.0
12099	8674	7.0
12100	8361	7.0
12101	8369	1.0
12102	8392	6.0
12103	8400	5.0
12104	8704	10.0
12105	8720	9.0
12106	8734	10.0
12107	8424	10.0
12108	18239	1.0
12109	18254	8.0
12110	17960	5.0
12111	17963	7.0
12112	17974	8.0
12113	18296	10.0
12114	17983	1.0
12115	18402	1.0
12116	18007	3.0
12117	18014	1.0
12118	18301	10.0
12119	18308	10.0
12120	18022	7.0
12121	18322	5.0
12122	18047	10.0
12123	18048	5.0
12124	18339	6.0
12125	18340	1.0
12126	18351	10.0
12127	18059	6.0
12128	18367	6.0
12129	18377	1.0
12130	18100	8.0
12131	18116	7.0
12132	18117	1.0
12133	17810	5.0
12134	18125	1.0
12135	18126	8.0
12136	18134	1.0
12137	17836	10.0
12138	18156	7.0
12139	17839	6.0
12140	17850	9.0
12141	17857	10.0
12142	18159	6.0
12143	17873	10.0
12144	17876	3.0
12145	18195	1.0
12146	17895	9.0
12147	18215	1.0
12148	18220	1.0
12149	18224	8.0
12150	18229	3.0
12151	18559	10.0
12152	18905	6.0
12153	18595	7.0
12154	18927	10.0
12155	63112	7.0
12156	63414	10.0
12157	64072	6.0
12158	64387	1.0
12159	54514	6.0
12160	54519	7.0
12161	54839	1.0
12162	55152	8.0
12163	55153	6.0
12164	55158	7.0
12165	55477	8.0
12166	55482	7.0
12167	50974	5.0
12168	50979	3.0
12169	50981	6.0
12170	51294	7.0
12171	51302	7.0
12172	51303	7.0
12173	51625	6.0
12174	51962	6.0
12175	52280	10.0
12176	52616	6.0
12177	52926	1.0
12178	52930	7.0
12179	53257	5.0
12180	53570	10.0
12181	53574	6.0
12182	53903	7.0
12183	54206	1.0
12184	54220	10.0
12185	54855	0.0
12186	54860	2.0
12187	55171	6.0
12188	55173	0.0
12189	55178	6.0
12190	55184	8.0
12191	55503	1.0
12192	55814	10.0
12193	51011	6.0
12194	51316	6.0
12195	65944	10.0
12196	65953	10.0
12197	61491	1.0
12198	62116	5.0
12199	62120	10.0
12200	62122	1.0
12201	62450	1.0
12202	62755	5.0
12203	62757	8.0
12204	62759	5.0
12205	62765	1.0
12206	62769	4.0
12207	63398	7.0
12208	63714	9.0
12209	63721	1.0
12210	63728	1.0
12211	64361	5.0
12212	64365	8.0
12213	64373	6.0
12214	65332	7.0
12215	65644	3.0
12216	65973	1.0
12217	61172	7.0
12218	61177	6.0
12219	61182	9.0
12220	61190	1.0
12221	62146	7.0
12222	62458	1.0
12223	62459	7.0
12224	62773	7.0
12225	62791	6.0
12226	63102	0.0
12227	62428	5.0
12228	62733	0.0
12229	62743	1.0
12230	62748	2.0
12231	63376	9.0
12232	63384	5.0
12233	64342	10.0
12234	64347	8.0
12235	64657	10.0
12236	64977	1.0
12237	64989	10.0
12238	64990	3.0
12239	65307	3.0
12240	75748	10.0
12241	75752	9.0
12242	76060	7.0
12243	76063	9.0
12244	76073	7.0
12245	71279	4.0
12246	71288	3.0
12247	71915	1.0
12248	71930	7.0
12249	71932	6.0
12250	72236	5.0
12251	72246	6.0
12252	72247	6.0
12253	72561	7.0
12254	72562	8.0
12255	72887	10.0
12256	73201	5.0
12257	73526	7.0
12258	73838	0.0
12259	73855	10.0
12260	73856	1.0
12261	74479	6.0
12262	75126	6.0
12263	75133	6.0
12264	75766	7.0
12265	75769	6.0
